uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT00FF75,W,2022-10-17,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FF76,W,2022-10-17,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FF77,W,2022-10-17,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FF78,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FF79,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FF7A,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FF7B,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,8
DPSRT00FF7C,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,0
DPSRT00FF7D,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FF7E,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,4
DPSRT00FF7F,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,1
DPSRT00FF80,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,3
DPSRT00FF81,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,1
DPSRT00FF82,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FF83,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FF84,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,2
DPSRT00FF85,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FF86,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FF87,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,4
DPSRT00FF88,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,1
DPSRT00FF89,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,1
DPSRT00FF8A,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,2
DPSRT00FF8B,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,2
DPSRT00FF8C,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,3
DPSRT00FF8D,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FF8E,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FF8F,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,1
DPSRT00FF90,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,1
DPSRT00FF91,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FF92,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FF93,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,7
DPSRT00FF94,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,1
DPSRT00FF95,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FF96,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,4
DPSRT00FF97,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,1
DPSRT00FF98,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,2
DPSRT00FF99,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FF9A,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FF9B,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FF9C,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FF9D,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FF9E,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FF9F,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,3
DPSRT00FFA0,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,1
DPSRT00FFA1,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFA2,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,1
DPSRT00FFA3,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,2
DPSRT00FFA4,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,1
DPSRT00FFA5,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFA6,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFA7,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,1
DPSRT00FFA8,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFA9,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFAA,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFAB,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,5
DPSRT00FFAC,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,1
DPSRT00FFAD,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFAE,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,4
DPSRT00FFAF,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,2
DPSRT00FFB0,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,1
DPSRT00FFB1,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFB2,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFB3,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FFB4,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFB5,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFB6,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFB7,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,10
DPSRT00FFB8,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,1
DPSRT00FFB9,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFBA,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,1
DPSRT00FFBB,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,2
DPSRT00FFBC,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,1
DPSRT00FFBD,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFBE,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFBF,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,1
DPSRT00FFC0,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFC1,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFC2,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFC3,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,2
DPSRT00FFC4,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,0
DPSRT00FFC5,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFC6,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,0
DPSRT00FFC7,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,3
DPSRT00FFC8,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,0
DPSRT00FFC9,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFCA,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFCB,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FFCC,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFCD,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFCE,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFCF,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,0
DPSRT00FFD0,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,0
DPSRT00FFD1,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFD2,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,2
DPSRT00FFD3,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,2
DPSRT00FFD4,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,0
DPSRT00FFD5,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFD6,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFD7,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FFD8,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFD9,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFDA,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFDB,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,2
DPSRT00FFDC,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,0
DPSRT00FFDD,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFDE,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,1
DPSRT00FFDF,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,1
DPSRT00FFE0,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,0
DPSRT00FFE1,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFE2,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFE3,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FFE4,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A01,TYPHOID FEVER,0
DPSRT00FFE5,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A01,TYPHOID FEVER,0
DPSRT00FFE6,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A01,TYPHOID FEVER,0
DPSRT00FFE7,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A01,TYPHOID FEVER,0
DPSRT00FFE8,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A01,TYPHOID FEVER,0
DPSRT00FFE9,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A01,TYPHOID FEVER,0
DPSRT00FFEA,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A01,TYPHOID FEVER,0
DPSRT00FFEB,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A01,TYPHOID FEVER,0
DPSRT00FFEC,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A01,TYPHOID FEVER,0
DPSRT00FFED,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A01,TYPHOID FEVER,0
DPSRT00FFEE,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A01,TYPHOID FEVER,0
DPSRT00FFEF,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A01,TYPHOID FEVER,0
DPSRT00FFF0,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,12
DPSRT00FFF1,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF2,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF3,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF4,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF5,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF6,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF7,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF8,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFF9,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFFA,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFFB,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFFC,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,4
DPSRT00FFFD,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFFE,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT00FFFF,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010000,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010001,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010002,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010003,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010004,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010005,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010006,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010007,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010008,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,8
DPSRT010009,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000A,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000B,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000C,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000D,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000E,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01000F,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010010,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010011,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010012,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010013,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,1
DPSRT010014,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,12
DPSRT010015,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010016,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010017,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010018,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010019,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001A,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001B,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001C,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001D,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001E,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01001F,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010020,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,10
DPSRT010021,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010022,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010023,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010024,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010025,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010026,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010027,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010028,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010029,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01002A,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01002B,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01002C,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,15
DPSRT01002D,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01002E,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01002F,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010030,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010031,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010032,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010033,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010034,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010035,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010036,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010037,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010038,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,15
DPSRT010039,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003A,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003B,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003C,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003D,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003E,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01003F,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010040,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010041,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010042,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010043,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A08,ROTAVIRAL ENTERITIS,1
DPSRT010044,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A08,ROTAVIRAL ENTERITIS,17
DPSRT010045,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010046,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010047,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010048,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010049,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A08,ROTAVIRAL ENTERITIS,0
