uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT00432A,W,2020-07-20,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00432B,W,2020-07-20,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT00432C,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT00432D,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00432E,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00432F,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004330,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004331,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT004332,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT004333,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004334,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,1
DPSRT004335,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004336,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004337,W,2020-07-27,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004338,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004339,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00433A,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00433B,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00433C,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT00433D,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00433E,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT00433F,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004340,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,1
DPSRT004341,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004342,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004343,W,2020-08-03,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004344,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004345,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT004346,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT004347,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004348,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004349,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00434A,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT00434B,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,1
DPSRT00434C,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT00434D,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT00434E,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00434F,W,2020-08-10,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004350,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004351,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT004352,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT004353,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004354,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004355,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT004356,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT004357,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004358,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,1
DPSRT004359,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT00435A,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00435B,W,2020-08-17,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT00435C,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT00435D,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00435E,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00435F,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004360,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004361,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT004362,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT004363,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004364,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT004365,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004366,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004367,W,2020-08-24,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004368,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004369,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00436A,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00436B,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00436C,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT00436D,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00436E,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT00436F,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004370,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT004371,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004372,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004373,W,2020-08-31,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004374,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004375,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT004376,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT004377,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004378,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004379,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00437A,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,1
DPSRT00437B,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT00437C,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,1
DPSRT00437D,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT00437E,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00437F,W,2020-09-07,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004380,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004381,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT004382,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT004383,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004384,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004385,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT004386,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT004387,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004388,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT004389,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT00438A,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00438B,W,2020-09-14,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT00438C,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT00438D,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00438E,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00438F,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004390,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004391,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT004392,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT004393,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004394,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT004395,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004396,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004397,W,2020-09-21,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004398,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004399,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT00439A,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT00439B,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00439C,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT00439D,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00439E,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT00439F,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043A0,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043A1,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043A2,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043A3,W,2020-09-28,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043A4,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043A5,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043A6,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043A7,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043A8,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043A9,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043AA,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043AB,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043AC,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043AD,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043AE,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043AF,W,2020-10-05,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043B0,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043B1,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043B2,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043B3,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043B4,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,1
DPSRT0043B5,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043B6,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043B7,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,1
DPSRT0043B8,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043B9,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043BA,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043BB,W,2020-10-12,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043BC,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043BD,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043BE,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043BF,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043C0,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043C1,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043C2,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043C3,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043C4,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043C5,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043C6,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043C7,W,2020-10-19,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043C8,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043C9,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043CA,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043CB,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043CC,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043CD,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043CE,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,1
DPSRT0043CF,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043D0,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043D1,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043D2,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043D3,W,2020-10-26,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043D4,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043D5,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043D6,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043D7,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043D8,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043D9,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043DA,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043DB,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043DC,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043DD,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043DE,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043DF,W,2020-11-02,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043E0,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043E1,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043E2,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043E3,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043E4,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043E5,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043E6,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043E7,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043E8,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043E9,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043EA,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043EB,W,2020-11-09,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043EC,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043ED,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043EE,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043EF,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043F0,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043F1,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043F2,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043F3,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT0043F4,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT0043F5,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT0043F6,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT0043F7,W,2020-11-16,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT0043F8,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT0043F9,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT0043FA,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT0043FB,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0043FC,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT0043FD,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT0043FE,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT0043FF,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT004400,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT004401,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT004402,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT004403,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004404,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004405,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
DPSRT004406,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH050506000,B15,HEPATITIS A,0
DPSRT004407,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004408,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH072230000,B15,HEPATITIS A,0
DPSRT004409,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH083747000,B15,HEPATITIS A,0
DPSRT00440A,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH097332000,B15,HEPATITIS A,0
DPSRT00440B,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH104305000,B15,HEPATITIS A,0
DPSRT00440C,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH112402000,B15,HEPATITIS A,0
DPSRT00440D,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH137401000,B15,HEPATITIS A,0
DPSRT00440E,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH137603000,B15,HEPATITIS A,0
DPSRT00440F,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH137503000,B15,HEPATITIS A,0
DPSRT004410,W,2020-12-07,PIDSR-DOH,City-weekly_2008-2022,PH015518000,B15,HEPATITIS A,0
DPSRT004411,W,2020-12-07,PIDSR-DOH,City-weekly_2008-2022,PH034919000,B15,HEPATITIS A,0
